edition,year,venue,round,team 1,team 2,score,score_halftime
2010-SOUTH AFRICA,2008,St._Johns.,PRELIMINARY-N/C.America,Antigua and Barbuda,Cuba,3-4,2-2
2010-SOUTH AFRICA,2008,San_Salvador.,PRELIMINARY-N/C.America,El Salvador,Anguilla,12-0,4-0
2010-SOUTH AFRICA,2009,Dubai.,PRELIMINARY-Asia,United Arab Emirates (الإمارات العربية المتحدة),South Korea (한국),0-2,0-2
2010-SOUTH AFRICA,2009,Yaoundé.,PRELIMINARY-Africa,Cameroon (Cameroun),Morocco (المغرب),0-0,0-0
2010-SOUTH AFRICA,2009,Libreville.,PRELIMINARY-Africa,Gabon,Togo,3-0,1-0
2010-SOUTH AFRICA,2009,Abuja.,PRELIMINARY-Africa,Nigeria,Kenya,3-0,1-0
2010-SOUTH AFRICA,2009,Radès.,PRELIMINARY-Africa,Tunisia (تونس),Mozambique (Moçambique),2-0,1-0
2010-SOUTH AFRICA,2009,Chililabombwe.,PRELIMINARY-Africa,Zambia,Rwanda,1-0,0-0
2010-SOUTH AFRICA,2009,Blida.,PRELIMINARY-Africa,Algeria (الجزائر),Egypt (مصر),3-1,0-0
2010-SOUTH AFRICA,2009,Pyongyang.,PRELIMINARY-Asia,North Korea (조선),Iran (ایران),0-0,0-0
2010-SOUTH AFRICA,2009,Tashkent.,PRELIMINARY-Asia,Uzbekistan (Ўзбекистон),Japan (日本),0-1,0-1
2010-SOUTH AFRICA,2009,Doha.,PRELIMINARY-Asia,Qatar (قطر),Australia,0-0,0-0
2010-SOUTH AFRICA,2009,Chicago.,PRELIMINARY-N/C.America,USA,Honduras,2-1,1-1
2010-SOUTH AFRICA,2009,San_Salvador.,PRELIMINARY-N/C.America,El Salvador,Mexico (México),2-1,1-0
2010-SOUTH AFRICA,2009,Bacolet.,PRELIMINARY-N/C.America,Trinidad and Tobago,Costa Rica,2-3,1-1
2010-SOUTH AFRICA,2008,Montevideo.,PRELIMINARY-S.America,Uruguay,Peru (Perú),6-0,2-0
2010-SOUTH AFRICA,2009,La_Paz.,PRELIMINARY-S.America,Bolivia,Venezuela,0-1,0-1
2010-SOUTH AFRICA,2009,Lima.,PRELIMINARY-S.America,Peru (Perú),Ecuador,1-2,0-1
2010-SOUTH AFRICA,2009,Buenos Aires.,PRELIMINARY-S.America,Argentina,Colombia,1-0,0-0
2010-SOUTH AFRICA,2009,Asunción.,PRELIMINARY-S.America,Paraguay,Chile,0-2,0-1
2010-SOUTH AFRICA,2009,Skopje.,PRELIMINARY-Europe,Macedonia (Македонија),Norway (Norge),0-0,0-0
2010-SOUTH AFRICA,2009,Reykjavík.,PRELIMINARY-Europe,Iceland (Ísland),Netherlands (Nederland),1-2,0-2
2010-SOUTH AFRICA,2008,Los Angeles.,PRELIMINARY-N/C.America,Saint Lucia,Guatemala,1-3,1-2
2010-SOUTH AFRICA,2008,Blida.,PRELIMINARY-Africa,Algeria (الجزائر),Gambia,1-0,1-0
2010-SOUTH AFRICA,2008,Tripoli.,PRELIMINARY-Africa,Libya (ليبيا),Lesotho,4-0,1-0
2010-SOUTH AFRICA,2008,Montréal.,PRELIMINARY-N/C.America,Canada,Saint Vincent & The Grenadines,4-1,2-0
2010-SOUTH AFRICA,2008,Puerto_la_Cruz.,PRELIMINARY-S.America,Venezuela,Chile,2-3,0-0
2010-SOUTH AFRICA,2008,Greenfield.,PRELIMINARY-N/C.America,Bahamas,Jamaica,0-6,0-5
2010-SOUTH AFRICA,2008,La_Paz.,PRELIMINARY-S.America,Bolivia,Paraguay,4-2,2-0
2010-SOUTH AFRICA,2008,Quito.,PRELIMINARY-S.America,Ecuador,Colombia,0-0,0-0
2010-SOUTH AFRICA,2008,Belo Horizonte.,PRELIMINARY-S.America,Brazil (Brasil),Argentina,0-0,0-0
2010-SOUTH AFRICA,2009,Montevideo.,PRELIMINARY-S.America,Uruguay,Brazil (Brasil),0-4,0-2
2010-SOUTH AFRICA,2008,Bloemfontein.,PRELIMINARY-Africa,Lesotho,Gabon,0-3,0-0
2010-SOUTH AFRICA,2008,Prospect.,PRELIMINARY-N/C.America,Bermuda,Trinidad and Tobago,0-2,0-1
2010-SOUTH AFRICA,2008,Georgetown.,PRELIMINARY-N/C.America,Guyana,Surinam (Suriname),1-2,0-2
2010-SOUTH AFRICA,2009,Lomé.,PRELIMINARY-Africa,Togo,Morocco (المغرب),1-1,1-0
2010-SOUTH AFRICA,2009,Abidjan.,PRELIMINARY-Africa,Ivory Coast (Côte d’Ivoire),Burkina Faso,5-0,1-0
2010-SOUTH AFRICA,2009,Blantyre.,PRELIMINARY-Africa,Malawi (Malaŵi),Guinea (Guinée),2-1,0-1
2010-SOUTH AFRICA,2009,Kigali.,PRELIMINARY-Africa,Rwanda,Egypt (مصر),0-1,0-0
2010-SOUTH AFRICA,2009,Libreville.,PRELIMINARY-Africa,Gabon,Cameroon (Cameroun),0-2,0-0
2010-SOUTH AFRICA,2008,Belfast.,PRELIMINARY-Europe,Northern Ireland (Ulster),Czech Republic (Česká Republika),0-0,0-0
2010-SOUTH AFRICA,2008,Maribor.,PRELIMINARY-Europe,Slovenia (Slovenija),Slovakia (Slovensko),2-1,1-0
2010-SOUTH AFRICA,2008,Serravalle.,PRELIMINARY-Europe,San Marino,Poland (Polska),0-2,0-1
2010-SOUTH AFRICA,2008,Zürich.,PRELIMINARY-Europe,Switzerland (Schweiz / Suisse),Luxembourg (Lëtzebuerg),1-2,1-1
2010-SOUTH AFRICA,2008,Chişinău.,PRELIMINARY-Europe,Moldova,Israel (ישראל),1-2,1-2
2010-SOUTH AFRICA,2008,Rīga.,PRELIMINARY-Europe,Latvia (Latvija),Greece (Ελλάδα),0-2,0-1
2010-SOUTH AFRICA,2008,Tiranë.,PRELIMINARY-Europe,Albania (Shqipëri),Malta,3-0,1-0
2010-SOUTH AFRICA,2008,Stockholm.,PRELIMINARY-Europe,Sweden (Sverige),Hungary (Magyarország),2-1,0-0
2010-SOUTH AFRICA,2008,Lisboa.,PRELIMINARY-Europe,Portugal,Denmark (Danmark),2-3,1-0
2010-SOUTH AFRICA,2009,Maputo.,PRELIMINARY-Africa,Mozambique (Moçambique),Kenya,1-0,0-0
2010-SOUTH AFRICA,2008,Asunción.,PRELIMINARY-S.America,Paraguay,Venezuela,2-0,2-0
2010-SOUTH AFRICA,2008,Brazzaville.,PRELIMINARY-Africa,Congo,Mali,1-0,0-0
2010-SOUTH AFRICA,2008,Maputo.,PRELIMINARY-Africa,Mozambique (Moçambique),Ivory Coast (Côte d’Ivoire),1-1,0-0
2010-SOUTH AFRICA,2009,Manama.,PRELIMINARY-Asia,Bahrain (البحرين),Saudi Arabia (العربية السعودية),0-0,0-0
2010-SOUTH AFRICA,2009,Sandy.,PRELIMINARY-N/C.America,USA,El Salvador,2-1,2-1
2010-SOUTH AFRICA,2009,San_Pedro_Sula.,PRELIMINARY-N/C.America,Honduras,Trinidad and Tobago,4-1,2-0
2010-SOUTH AFRICA,2009,San_José.,PRELIMINARY-N/C.America,Costa Rica,Mexico (México),0-3,0-1
2010-SOUTH AFRICA,2009,Rosario.,PRELIMINARY-S.America,Argentina,Brazil (Brasil),1-3,0-2
2010-SOUTH AFRICA,2008,Antananarivo.,PRELIMINARY-Africa,Madagascar (Madagasikara),Botswana,1-0,1-0
2010-SOUTH AFRICA,2009,Asunción.,PRELIMINARY-S.America,Paraguay,Bolivia,1-0,1-0
2010-SOUTH AFRICA,2009,Santiago.,PRELIMINARY-S.America,Chile,Venezuela,2-2,1-2
2010-SOUTH AFRICA,2009,Medellín.,PRELIMINARY-S.America,Colombia,Ecuador,2-0,0-0
2010-SOUTH AFRICA,2009,Glasgow.,PRELIMINARY-Europe,Scotland,Macedonia (Македонија),2-0,0-0
2010-SOUTH AFRICA,2009,Reykjavík.,PRELIMINARY-Europe,Iceland (Ísland),Norway (Norge),1-1,1-1
2010-SOUTH AFRICA,2009,Levkosía.,PRELIMINARY-Europe,Cyprus (Κύπρος),Ireland (Éire),1-2,1-1
2010-SOUTH AFRICA,2008,Kinshasa.,PRELIMINARY-Africa,D.R. Congo (R.D. Congo),Egypt (مصر),0-1,0-1
2010-SOUTH AFRICA,2008,Bridgetown.,PRELIMINARY-N/C.America,Barbados,USA,0-1,0-1
2010-SOUTH AFRICA,2009,Abuja.,PRELIMINARY-Africa,Nigeria,Tunisia (تونس),2-2,1-1
2010-SOUTH AFRICA,2010,Pretoria.,GROUP_STAGE,Serbia (Србија),Ghana,0-1,0-0
2010-SOUTH AFRICA,2008,Chililabombwe.,PRELIMINARY-Africa,Zambia,Swaziland (Swatini),1-0,0-0
2010-SOUTH AFRICA,2008,Radès.,PRELIMINARY-Africa,Tunisia (تونس),Burundi,2-1,2-1
2010-SOUTH AFRICA,2008,Ouagadougou.,PRELIMINARY-Africa,Burkina Faso,Seychelles,4-1,2-1
2010-SOUTH AFRICA,2008,Casablanca.,PRELIMINARY-Africa,Morocco (المغرب),Rwanda,2-0,1-0
2010-SOUTH AFRICA,2008,Dakar.,PRELIMINARY-Africa,Senegal (Sénégal),Liberia,3-1,2-0
2010-SOUTH AFRICA,2008,Atteridgeville.,PRELIMINARY-Africa,South Africa (Suid-Afrika),Sierra Leone,0-0,0-0
2010-SOUTH AFRICA,2008,Abuja.,PRELIMINARY-Africa,Nigeria,Equatorial Guinea (Guinea Ecuatorial),2-0,1-0
2010-SOUTH AFRICA,2008,Yaoundé.,PRELIMINARY-Africa,Cameroon (Cameroun),Tanzania,2-1,0-0
2010-SOUTH AFRICA,2008,Nouméa.,PRELIMINARY-Oceania,New Caledonia (Nouvelle-Calédonie),Vanuatu,3-0,1-0
2010-SOUTH AFRICA,2008,Monterrey.,PRELIMINARY-N/C.America,Mexico (México),Belize,7-0,3-0
2010-SOUTH AFRICA,2008,San_José.,PRELIMINARY-N/C.America,Costa Rica,Grenada,3-0,2-0
2010-SOUTH AFRICA,2007,Moroni.,PRELIMINARY-Africa,Comoros (جزر القمر),Madagascar (Madagasikara),0-4,0-1
2010-SOUTH AFRICA,2009,Cairo.,PRELIMINARY-Africa,Egypt (مصر),Algeria (الجزائر),2-0,1-0
2010-SOUTH AFRICA,2009,Kigali.,PRELIMINARY-Africa,Rwanda,Zambia,0-0,0-0
2010-SOUTH AFRICA,2010,Durban.,GROUP_STAGE,Germany (Deutschland),Australia,4-0,2-0
2010-SOUTH AFRICA,2009,Omdurman.,PRELIMINARY-Africa,Sudan (السودان),Benin (Bénin),1-2,1-1
2010-SOUTH AFRICA,2009,Abidjan.,PRELIMINARY-Africa,Ivory Coast (Côte d’Ivoire),Guinea (Guinée),3-0,2-0
2010-SOUTH AFRICA,2009,Kumasi.,PRELIMINARY-Africa,Ghana,Mali,2-2,0-1
2010-SOUTH AFRICA,2009,Paris.,PRELIMINARY-Europe,France,Ireland (Éire),1-1,0-1
2010-SOUTH AFRICA,2009,Zenica.,PRELIMINARY-Europe,Bosnia-Herzegovina (Bosna i Hercegovina),Portugal,0-1,0-0
2010-SOUTH AFRICA,2009,Donetsk.,PRELIMINARY-Europe,Ukraine (Україна),Greece (Ελλάδα),0-1,0-1
2010-SOUTH AFRICA,2009,Maribor.,PRELIMINARY-Europe,Slovenia (Slovenija),Russia (Россия),1-0,1-0
2010-SOUTH AFRICA,2009,Montevideo.,PRELIMINARY-S.America,Uruguay,Costa Rica,1-1,0-0
2010-SOUTH AFRICA,2009,Omdurman.,PRELIMINARY-Africa,Algeria (الجزائر),Egypt (مصر),1-0,1-0
2010-SOUTH AFRICA,2010,Johannesburg.,GROUP_STAGE,South Africa (Suid-Afrika),Mexico (México),1-1,0-0
2010-SOUTH AFRICA,2010,Cape Town.,GROUP_STAGE,Uruguay,France,0-0,0-0
2010-SOUTH AFRICA,2010,Port_Elizabeth.,GROUP_STAGE,South Korea (한국),Greece (Ελλάδα),2-0,1-0
2010-SOUTH AFRICA,2010,Johannesburg.,GROUP_STAGE,Argentina,Nigeria,1-0,1-0
2010-SOUTH AFRICA,2010,Rustenburg.,GROUP_STAGE,England,USA,1-1,1-1
2010-SOUTH AFRICA,2010,Polokwane.,GROUP_STAGE,Algeria (الجزائر),Slovenia (Slovenija),0-1,0-0
2010-SOUTH AFRICA,2009,Ouagadougou.,PRELIMINARY-Africa,Burkina Faso,Malawi (Malaŵi),1-0,0-0
2010-SOUTH AFRICA,2010,Johannesburg.,GROUP_STAGE,Argentina,South Korea (한국),4-1,2-1
2010-SOUTH AFRICA,2009,Lima.,PRELIMINARY-S.America,Peru (Perú),Uruguay,1-0,0-0
2010-SOUTH AFRICA,2010,Durban.,GROUP_STAGE,Spain (España),Switzerland (Schweiz / Suisse),0-1,0-0
2010-SOUTH AFRICA,2008,Brazzaville.,PRELIMINARY-Africa,Congo,Chad (Tchad / تشاد),2-0,1-0
2010-SOUTH AFRICA,2008,Addis Ababa.,PRELIMINARY-Africa,Ethiopia (ኢትዮጵያ),Mauritania (موريتانيا),6-1,1-1
2010-SOUTH AFRICA,2008,Maputo.,PRELIMINARY-Africa,Mozambique (Moçambique),Madagascar (Madagasikara),3-0,1-0
2010-SOUTH AFRICA,2009,Riyadh.,PRELIMINARY-Asia,Saudi Arabia (العربية السعودية),North Korea (조선),0-0,0-0
2010-SOUTH AFRICA,2009,Seoul.,PRELIMINARY-Asia,South Korea (한국),Iran (ایران),1-1,0-0
2010-SOUTH AFRICA,2009,Manama.,PRELIMINARY-Asia,Bahrain (البحرين),Uzbekistan (Ўзбекистон),1-0,0-0
2010-SOUTH AFRICA,2009,Melbourne.,PRELIMINARY-Asia,Australia,Japan (日本),2-1,0-1
2010-SOUTH AFRICA,2009,Tehran.,PRELIMINARY-Asia,Iran (ایران),United Arab Emirates (الإمارات العربية المتحدة),1-0,0-0
2010-SOUTH AFRICA,2008,Abidjan.,PRELIMINARY-Africa,Ivory Coast (Côte d’Ivoire),Botswana,4-0,2-0
2010-SOUTH AFRICA,2008,Accra.,PRELIMINARY-Africa,Ghana,Gabon,2-0,1-0
2010-SOUTH AFRICA,2008,Cotonou.,PRELIMINARY-Africa,Benin (Bénin),Niger,2-0,1-0
2010-SOUTH AFRICA,2008,Harare.,PRELIMINARY-Africa,Zimbabwe,Kenya,0-0,0-0
2010-SOUTH AFRICA,2008,Conakry.,PRELIMINARY-Africa,Guinea (Guinée),Namibia,4-0,2-0
2010-SOUTH AFRICA,2008,Praia.,PRELIMINARY-Africa,Cape Verde (Cabo Verde),Mauritius,3-1,1-0
2010-SOUTH AFRICA,2008,Al-Ain.,PRELIMINARY-Asia,United Arab Emirates (الإمارات العربية المتحدة),Syria (سوريا),1-3,0-1
2010-SOUTH AFRICA,2008,Tehran.,PRELIMINARY-Asia,Iran (ایران),Kuwait (الكويت),2-0,1-0
2010-SOUTH AFRICA,2008,Beirut.,PRELIMINARY-Asia,Lebanon (لبنان),Singapore (新加坡),1-2,0-0
2010-SOUTH AFRICA,2008,Riyadh.,PRELIMINARY-Asia,Saudi Arabia (العربية السعودية),Uzbekistan (Ўзбекистон),4-0,2-0
2010-SOUTH AFRICA,2008,Amman.,PRELIMINARY-Asia,Jordan (الأردن),Turkmenistan (Türkmenistan),2-0,0-0
2010-SOUTH AFRICA,2008,Tuxtla Gutiérrez.,PRELIMINARY-N/C.America,Mexico (México),Canada,2-1,0-0
2010-SOUTH AFRICA,2008,Bridgeview.,PRELIMINARY-N/C.America,USA,Trinidad and Tobago,3-0,2-0
2010-SOUTH AFRICA,2008,Guatemala.,PRELIMINARY-N/C.America,Guatemala,Cuba,4-1,1-1
2010-SOUTH AFRICA,2007,Ba.,PRELIMINARY-Oceania,Fiji,New Caledonia (Nouvelle-Calédonie),3-3,2-0
2010-SOUTH AFRICA,2008,Seoul.,PRELIMINARY-Asia,South Korea (한국),North Korea (조선),0-0,0-0
2010-SOUTH AFRICA,2008,Saitama.,PRELIMINARY-Asia,Japan (日本),Bahrain (البحرين),1-0,0-0
2010-SOUTH AFRICA,2007,Dushanbe.,PRELIMINARY-Asia,Afghanistan (افغانستان),Syria (سوريا),1-2,1-1
2010-SOUTH AFRICA,2007,Dushanbe.,PRELIMINARY-Asia,Tajikistan (Точикистон),Bangladesh (বাংলাদেশ),5-0,0-0
2010-SOUTH AFRICA,2008,Bamako.,PRELIMINARY-Africa,Mali,Sudan (السودان),3-0,1-0
2010-SOUTH AFRICA,2007,Abu_Dhabi.,PRELIMINARY-Asia,United Arab Emirates (الإمارات العربية المتحدة),Vietnam (Việt Nam),5-0,2-0
2010-SOUTH AFRICA,2008,Cairo.,PRELIMINARY-Africa,Egypt (مصر),Malawi (Malaŵi),2-0,1-0
2010-SOUTH AFRICA,2008,Luanda.,PRELIMINARY-Africa,Angola,Uganda,0-0,0-0
2010-SOUTH AFRICA,2009,Rīga.,PRELIMINARY-Europe,Latvia (Latvija),Luxembourg (Lëtzebuerg),2-0,1-0
2010-SOUTH AFRICA,2009,Budapest.,PRELIMINARY-Europe,Hungary (Magyarország),Malta,3-0,1-0
2010-SOUTH AFRICA,2009,Oslo.,PRELIMINARY-Europe,Norway (Norge),Scotland,4-0,2-0
2010-SOUTH AFRICA,2009,Tórshavn.,PRELIMINARY-Europe,Faroe Islands (Føroyar),France,0-1,0-1
2010-SOUTH AFRICA,2009,Minsk.,PRELIMINARY-Europe,Belarus (Беларусь),Croatia (Hrvatska),1-3,0-1
2010-SOUTH AFRICA,2009,Baku.,PRELIMINARY-Europe,Azerbaijan (Azərbaycan),Germany (Deutschland),0-2,0-1
2010-SOUTH AFRICA,2009,Maribor.,PRELIMINARY-Europe,Slovenia (Slovenija),San Marino,5-0,2-0
2010-SOUTH AFRICA,2009,Cairo.,PRELIMINARY-Africa,Egypt (مصر),Rwanda,3-0,0-0
2010-SOUTH AFRICA,2009,Conakry.,PRELIMINARY-Africa,Guinea (Guinée),Malawi (Malaŵi),2-1,2-0
2010-SOUTH AFRICA,2009,Ouagadougou.,PRELIMINARY-Africa,Burkina Faso,Ivory Coast (Côte d’Ivoire),2-3,1-1
2010-SOUTH AFRICA,2009,Omdurman.,PRELIMINARY-Africa,Sudan (السودان),Ghana,0-2,0-1
2010-SOUTH AFRICA,2009,Chililabombwe.,PRELIMINARY-Africa,Zambia,Algeria (الجزائر),0-2,0-1
2010-SOUTH AFRICA,2009,Nairobi.,PRELIMINARY-Africa,Kenya,Mozambique (Moçambique),2-1,1-0
2010-SOUTH AFRICA,2009,Radès.,PRELIMINARY-Africa,Tunisia (تونس),Nigeria,0-0,0-0
2010-SOUTH AFRICA,2009,Rabat.,PRELIMINARY-Africa,Morocco (المغرب),Togo,0-0,0-0
2010-SOUTH AFRICA,2009,København.,PRELIMINARY-Europe,Denmark (Danmark),Albania (Shqipëri),3-0,2-0
2010-SOUTH AFRICA,2009,Puerto_Ordaz.,PRELIMINARY-S.America,Venezuela,Colombia,2-0,0-0
2010-SOUTH AFRICA,2009,Abidjan.,PRELIMINARY-Africa,Ivory Coast (Côte d’Ivoire),Malawi (Malaŵi),5-0,3-0
2010-SOUTH AFRICA,2009,Kumasi.,PRELIMINARY-Africa,Ghana,Benin (Bénin),1-0,1-0
2010-SOUTH AFRICA,2009,Cairo.,PRELIMINARY-Africa,Egypt (مصر),Zambia,1-1,1-0
2010-SOUTH AFRICA,2009,Maputo.,PRELIMINARY-Africa,Mozambique (Moçambique),Nigeria,0-0,0-0
2010-SOUTH AFRICA,2009,Quito.,PRELIMINARY-S.America,Ecuador,Brazil (Brasil),1-1,0-0
2010-SOUTH AFRICA,2009,Lima.,PRELIMINARY-S.America,Peru (Perú),Chile,1-3,1-2
2010-SOUTH AFRICA,2009,Ouagadougou.,PRELIMINARY-Africa,Burkina Faso,Guinea (Guinée),4-2,2-0
2010-SOUTH AFRICA,2009,Omdurman.,PRELIMINARY-Africa,Sudan (السودان),Mali,1-1,1-1
2010-SOUTH AFRICA,2009,Kigali.,PRELIMINARY-Africa,Rwanda,Algeria (الجزائر),0-0,0-0
2010-SOUTH AFRICA,2009,Nairobi.,PRELIMINARY-Africa,Kenya,Tunisia (تونس),1-2,0-1
2010-SOUTH AFRICA,2008,Kinshasa.,PRELIMINARY-Africa,D.R. Congo (R.D. Congo),Djibouti (جيبوتي),5-1,2-0
2010-SOUTH AFRICA,2007,Kathmandu.,PRELIMINARY-Asia,Nepal (नेपाल),Oman (عمان),0-2,0-1
2010-SOUTH AFRICA,2007,Malé.,PRELIMINARY-Asia,Maldives (Divehi Rājjēge),Yemen (اليمن),2-0,1-0
2010-SOUTH AFRICA,2007,Singapore.,PRELIMINARY-Asia,Singapore (新加坡),Palestine (فلسطين),3-0,w.o.
2010-SOUTH AFRICA,2008,Cluj-Napoca.,PRELIMINARY-Europe,Romania (România),Lithuania (Lietuva),0-3,0-1
2010-SOUTH AFRICA,2008,Beograd.,PRELIMINARY-Europe,Serbia (Србија),Faroe Islands (Føroyar),2-0,1-0
2010-SOUTH AFRICA,2008,Wien.,PRELIMINARY-Europe,Austria (Österreich),France,3-1,2-0
2010-SOUTH AFRICA,2008,Mainz.,PRELIMINARY-Europe,Georgia (საქართველო),Ireland (Éire),1-2,0-1
2010-SOUTH AFRICA,2008,Podgorica.,PRELIMINARY-Europe,Montenegro (Црна Гора),Bulgaria (България),2-2,0-1
2010-SOUTH AFRICA,2008,Lárnax.,PRELIMINARY-Europe,Cyprus (Κύπρος),Italy (Italia),1-2,1-1
2010-SOUTH AFRICA,2008,Oslo.,PRELIMINARY-Europe,Norway (Norge),Iceland (Ísland),2-2,1-1
2010-SOUTH AFRICA,2008,Skopje.,PRELIMINARY-Europe,Macedonia (Македонија),Scotland,1-0,1-0
2010-SOUTH AFRICA,2008,Nouakchott.,PRELIMINARY-Africa,Mauritania (موريتانيا),Ethiopia (ኢትዮጵያ),0-1,0-0
2010-SOUTH AFRICA,2008,Kinshasa.,PRELIMINARY-Africa,D.R. Congo (R.D. Congo),Malawi (Malaŵi),1-0,0-0
2010-SOUTH AFRICA,2008,Mbabane.,PRELIMINARY-Africa,Swaziland (Swatini),Togo,2-1,0-0
2010-SOUTH AFRICA,2008,Brazzaville.,PRELIMINARY-Africa,Congo,Sudan (السودان),1-0,0-0
2010-SOUTH AFRICA,2008,Addis Ababa.,PRELIMINARY-Africa,Ethiopia (ኢትዮጵያ),Rwanda,1-2,1-0
2010-SOUTH AFRICA,2008,Maputo.,PRELIMINARY-Africa,Mozambique (Moçambique),Botswana,1-2,0-1
2010-SOUTH AFRICA,2008,Antananarivo.,PRELIMINARY-Africa,Madagascar (Madagasikara),Ivory Coast (Côte d’Ivoire),0-0,0-0
2010-SOUTH AFRICA,2008,Banjul.,PRELIMINARY-Africa,Gambia,Senegal (Sénégal),0-0,0-0
2010-SOUTH AFRICA,2008,Bloemfontein.,PRELIMINARY-Africa,Lesotho,Ghana,2-3,0-2
2010-SOUTH AFRICA,2008,Cotonou.,PRELIMINARY-Africa,Benin (Bénin),Uganda,4-1,2-1
2010-SOUTH AFRICA,2008,Niamey.,PRELIMINARY-Africa,Niger,Angola,1-2,1-1
2010-SOUTH AFRICA,2008,Harare.,PRELIMINARY-Africa,Zimbabwe,Namibia,2-0,1-0
2010-SOUTH AFRICA,2008,Tripoli.,PRELIMINARY-Africa,Libya (ليبيا),Gabon,1-0,1-0
2010-SOUTH AFRICA,2008,Nouakchott.,PRELIMINARY-Africa,Mauritania (موريتانيا),Morocco (المغرب),1-4,0-2
2010-SOUTH AFRICA,2008,Victoria.,PRELIMINARY-Africa,Seychelles,Tunisia (تونس),0-2,0-2
2010-SOUTH AFRICA,2008,Ouagadougou.,PRELIMINARY-Africa,Burkina Faso,Burundi,2-0,2-0
2010-SOUTH AFRICA,2008,Ndjaména.,PRELIMINARY-Africa,Chad (Tchad / تشاد),Mali,1-2,1-2
2010-SOUTH AFRICA,2008,Kuwait.,PRELIMINARY-Asia,Kuwait (الكويت),Syria (سوريا),4-2,2-2
2010-SOUTH AFRICA,2008,Curepipe.,PRELIMINARY-Africa,Mauritius,Cameroon (Cameroun),0-3,0-2
2010-SOUTH AFRICA,2008,Barcelona.,PRELIMINARY-Europe,Andorra,England,0-2,0-0
2010-SOUTH AFRICA,2008,Zagreb.,PRELIMINARY-Europe,Croatia (Hrvatska),Kazakhstan (Қазақстан),3-0,2-0
2010-SOUTH AFRICA,2008,Lvïv.,PRELIMINARY-Europe,Ukraine (Україна),Belarus (Беларусь),1-0,0-0
2010-SOUTH AFRICA,2008,Erevan.,PRELIMINARY-Europe,Armenia (Հայաստան),Turkey (Türkiye),0-2,0-0
2010-SOUTH AFRICA,2008,Chorzów.,PRELIMINARY-Europe,Poland (Polska),Czech Republic (Česká Republika),2-1,1-0
2010-SOUTH AFRICA,2008,Maribor.,PRELIMINARY-Europe,Slovenia (Slovenija),Northern Ireland (Ulster),2-0,0-0
2010-SOUTH AFRICA,2008,Serravalle.,PRELIMINARY-Europe,San Marino,Slovakia (Slovensko),1-3,1-2
2010-SOUTH AFRICA,2008,Dortmund.,PRELIMINARY-Europe,Germany (Deutschland),Russia (Россия),2-1,2-0
2010-SOUTH AFRICA,2008,Cardiff.,PRELIMINARY-Europe,Wales (Cymru),Liechtenstein,2-0,1-0
2010-SOUTH AFRICA,2008,Helsinki.,PRELIMINARY-Europe,Finland (Suomi),Azerbaijan (Azərbaycan),1-0,0-0
2010-SOUTH AFRICA,2008,İstanbul.,PRELIMINARY-Europe,Turkey (Türkiye),Bosnia-Herzegovina (Bosna i Hercegovina),2-1,0-1
2010-SOUTH AFRICA,2008,Bruxelles.,PRELIMINARY-Europe,Belgium (België),Armenia (Հայաստան),2-0,2-0
2010-SOUTH AFRICA,2008,Tallinn.,PRELIMINARY-Europe,Estonia (Eesti),Spain (España),0-3,0-2
2010-SOUTH AFRICA,2008,London.,PRELIMINARY-Europe,England,Kazakhstan (Қазақстан),5-1,0-0
2010-SOUTH AFRICA,2008,Kharkïv.,PRELIMINARY-Europe,Ukraine (Україна),Croatia (Hrvatska),0-0,0-0
2010-SOUTH AFRICA,2008,Beograd.,PRELIMINARY-Europe,Serbia (Србија),Lithuania (Lietuva),3-0,2-0
2010-SOUTH AFRICA,2008,Tórshavn.,PRELIMINARY-Europe,Faroe Islands (Føroyar),Austria (Österreich),1-1,0-0
2010-SOUTH AFRICA,2009,Genève.,PRELIMINARY-Europe,Switzerland (Schweiz / Suisse),Moldova,2-0,1-0
2010-SOUTH AFRICA,2008,Bogotá.,PRELIMINARY-S.America,Colombia,Paraguay,0-1,0-1
2010-SOUTH AFRICA,2008,Glasgow.,PRELIMINARY-Europe,Scotland,Norway (Norge),0-0,0-0
2010-SOUTH AFRICA,2008,Rotterdam.,PRELIMINARY-Europe,Netherlands (Nederland),Iceland (Ísland),2-0,1-0
2010-SOUTH AFRICA,2008,Constanţa.,PRELIMINARY-Europe,Romania (România),France,2-2,2-1
2010-SOUTH AFRICA,2009,Accra.,PRELIMINARY-Africa,Togo,Cameroon (Cameroun),1-0,1-0
2010-SOUTH AFRICA,2009,Casablanca.,PRELIMINARY-Africa,Morocco (المغرب),Gabon,1-2,0-2
2010-SOUTH AFRICA,2010,Pretoria.,GROUP_STAGE,South Africa (Suid-Afrika),Uruguay,0-3,0-1
2010-SOUTH AFRICA,2008,Quito.,PRELIMINARY-S.America,Ecuador,Bolivia,3-1,1-1
2010-SOUTH AFRICA,2008,Pretoria.,PRELIMINARY-Africa,South Africa (Suid-Afrika),Equatorial Guinea (Guinea Ecuatorial),4-1,2-0
2010-SOUTH AFRICA,2008,Sofija.,PRELIMINARY-Europe,Bulgaria (България),Italy (Italia),0-0,0-0
2010-SOUTH AFRICA,2008,Tbilisi.,PRELIMINARY-Europe,Georgia (საქართველო),Cyprus (Κύπρος),1-1,0-0
